year,team_id,market,name,id,full_name,first_name,last_name,position,primary_position,sr_id,games_played,games_started,minutes,field_goals_made,field_goals_att,field_goals_pct,two_points_made,two_points_att,two_points_pct,three_points_made,three_points_att,three_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,assists_turnover_ratio,steals,blocks,personal_fouls,tech_fouls,points,flagrant_fouls,ejections,foulouts,true_shooting_att,true_shooting_pct,efficiency,points_off_turnovers,points_in_paint,points_in_paint_made,points_in_paint_att,points_in_paint_pct,effective_fg_pct,double_doubles,triple_doubles,fouls_drawn,offensive_fouls,fast_break_pts,fast_break_att,fast_break_made,fast_break_pct,coach_ejections,second_chance_pct,second_chance_pts,second_chance_att,second_chance_made,minus,plus,coach_tech_fouls,off_rebounds,def_rebounds,name_suffix,combined,2K_ratings,Salary,height,weight,experience,birthdate,rookie_year,SalaryCap,All_Nba,All_Nba_team,team_changes,age
2020,583ecdfb-fb46-11e1-82cb-f4ce4684ea4c,LA,Clippers,4bf6de08-a2ab-4091-b81c-1762dc42f464,Daniel Oturu,Daniel,Oturu,C,C,sr:player:1492012,30,0,5.4,0.73,1.73,0.423,0.7,1.57,0.447,0.03,0.17,0.2,0.43,0.3,0.4,0.75,21,27,1.6,0.3,0.3,1.11,0.13,0.23,0.8,0,1.8,0.0,0.0,0.0,1.91,0.47100000000000003,2.7,0.5,1.33,0.67,1.37,0.488,0.433,1,0,0.27,0.07,0.0,0.03,0.0,0.0,0.0,0.643,0.6,0.47,0.3,334.0,344.0,0.0,0.7,0.9,,Daniel Oturu2020,71.0,"$898,310",82.0,240.0,0.0,1999-09-20,,"$109,140,000",,,0,21.0
2020,583ecdfb-fb46-11e1-82cb-f4ce4684ea4c,LA,Clippers,0afca4ef-6ad4-4f96-8cd2-b20b59c6ce90,Serge Ibaka,Serge,Ibaka,F,PF,sr:player:608058,41,39,23.3,4.54,8.9,0.51,3.59,6.1,0.588,0.95,2.8,0.33899999999999997,0.27,1.05,1.29,0.8109999999999999,73,202,6.71,1.8,1.07,1.68,0.22,1.15,1.85,2,11.1,0.02,0.0,0.0,9.47,0.585,15.27,1.34,5.66,2.83,4.78,0.5920000000000001,0.563,5,0,1.59,0.27,0.39,0.37,0.17,0.467,0.0,0.603,2.56,1.78,1.07,2132.0,2289.0,0.0,1.78,4.93,,Serge Ibaka2020,79.0,"$9,258,000",82.0,235.0,11.0,1989-09-18,,"$109,140,000",,,3,31.0
2020,583ecdfb-fb46-11e1-82cb-f4ce4684ea4c,LA,Clippers,0136fab0-7372-4c87-91b4-7c98c77c7d8f,Jay Scrubb,Jay,Scrubb,G,SG,sr:player:2100530,4,1,21.0,3.5,9.0,0.389,3.0,6.75,0.444,0.5,2.25,0.222,1.0,1.25,1.25,1.0,2,12,3.5,0.3,1.75,0.14,1.0,0.0,1.25,0,8.8,0.0,0.0,0.0,9.55,0.45799999999999996,6.25,0.5,4.0,2.0,4.75,0.42100000000000004,0.41700000000000004,0,0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.25,200.0,202.0,0.0,0.5,3.0,,Jay Scrubb2020,67.0,"$449,115",77.0,220.0,0.0,2000-09-01,,"$109,140,000",,,0,20.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,e96ef8d2-192f-47a3-a6ad-876603de1907,Richaun Holmes,Richaun,Holmes,F,PF,sr:player:852174,61,61,29.2,6.0,9.43,0.637,5.97,9.25,0.645,0.03,0.18,0.182,0.49,2.21,2.79,0.794,144,360,8.26,1.7,1.23,1.35,0.64,1.57,3.49,2,14.2,0.0,0.0,4.0,10.65,0.669,21.15,1.67,10.49,5.25,7.85,0.6679999999999999,0.638,21,0,2.38,0.39,0.8,0.43,0.39,0.9229999999999999,0.0,0.615,2.39,1.57,0.97,4274.0,4283.0,0.0,2.36,5.9,,Richaun Holmes2020,79.0,"$5,005,350",82.0,235.0,5.0,1993-10-15,,"$109,140,000",,,2,26.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,e86c1439-4ef0-4530-9c41-c3a682962eb3,Marvin Bagley III,Marvin,Bagley,F,PF,sr:player:1255696,43,42,25.9,5.74,11.4,0.504,4.88,8.88,0.55,0.86,2.51,0.34299999999999997,0.98,1.79,3.12,0.575,106,212,7.4,1.0,1.37,0.73,0.49,0.49,2.33,2,14.1,0.0,1.0,2.0,12.77,0.5539999999999999,15.16,1.67,9.4,4.7,8.28,0.5670000000000001,0.542,11,0,2.7,0.35,1.44,0.88,0.53,0.605,0.0,0.594,3.02,2.23,1.33,2732.0,2645.0,0.0,2.47,4.93,III,Marvin Bagley III2020,,,83.0,235.0,2.0,1999-03-14,,"$109,140,000",,,0,21.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,d919df6a-d871-4394-aad5-bbb0e7eb489f,Jahmi'us Ramsey,Jahmi'us,Ramsey,G,SG,sr:player:1875278,13,0,7.2,1.15,2.92,0.395,0.77,1.46,0.526,0.38,1.46,0.263,0.08,0.38,0.38,1.0,2,8,0.77,0.5,0.23,2.0,0.31,0.08,0.62,0,3.1,0.0,0.0,0.0,3.09,0.498,2.69,0.77,1.54,0.77,1.31,0.588,0.461,0,0,0.38,0.0,0.54,0.38,0.23,0.6,0.0,0.5,0.15,0.15,0.08,222.0,224.0,0.0,0.15,0.62,,Jahmi'us Ramsey2020,70.0,"$1,000,000",75.0,190.0,0.0,2001-06-09,,"$109,140,000",,,0,19.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,ce8d0944-b277-499e-9701-02a5f1828615,Harrison Barnes,Harrison,Barnes,F,SF,sr:player:607350,58,58,36.2,5.5,11.07,0.4970000000000001,3.78,6.66,0.5670000000000001,1.72,4.41,0.391,0.41,3.36,4.05,0.83,64,321,6.64,3.5,1.6,2.16,0.74,0.19,1.29,0,16.1,0.0,0.0,0.0,12.85,0.626,19.26,2.43,7.28,3.64,6.26,0.581,0.575,6,0,3.38,0.19,1.62,0.98,0.66,0.667,0.0,0.54,1.22,0.86,0.47,5138.0,5081.0,0.0,1.1,5.53,,Harrison Barnes2020,78.0,"$22,215,909",80.0,225.0,8.0,1992-05-30,,"$109,140,000",,,2,28.0
2020,583ece50-fb46-11e1-82cb-f4ce4684ea4c,Utah,Jazz,ad354ebb-88e5-46e4-ad79-f7188ee1f6c2,Derrick Favors,Derrick,Favors,F,PF,sr:player:607500,68,0,15.3,2.28,3.57,0.638,2.28,3.54,0.643,0.0,0.03,0.0,0.24,0.87,1.18,0.738,138,238,5.53,0.6,0.53,1.22,0.47,1.0,2.1,0,5.4,0.0,0.0,0.0,4.09,0.6629999999999999,10.94,0.5,4.21,2.1,3.01,0.698,0.638,1,0,0.93,0.13,0.18,0.1,0.09,0.857,0.0,0.638,1.4,0.85,0.54,2453.0,2490.0,0.0,2.03,3.5,,Derrick Favors2020,77.0,"$9,258,000",81.0,265.0,10.0,1991-07-15,,"$109,140,000",,,1,29.0
2020,583ece50-fb46-11e1-82cb-f4ce4684ea4c,Utah,Jazz,b2a52646-bbd0-4dc0-82c0-8145d4b00b22,Juwan Morgan,Juwan,Morgan,F,PF,sr:player:1930152,29,0,5.1,0.48,1.03,0.467,0.34,0.59,0.588,0.14,0.45,0.308,0.07,0.1,0.24,0.429,9,19,0.97,0.3,0.14,2.25,0.14,0.03,0.72,0,1.2,0.0,0.0,1.0,1.14,0.529,1.83,0.1,0.69,0.34,0.55,0.625,0.5329999999999999,0,0,0.21,0.07,0.14,0.07,0.07,1.0,0.0,0.5710000000000001,0.34,0.24,0.14,396.0,289.0,0.0,0.31,0.66,,Juwan Morgan2020,,"$1,517,981",79.0,232.0,1.0,1997-04-17,,"$109,140,000",,,0,23.0
2020,583ece50-fb46-11e1-82cb-f4ce4684ea4c,Utah,Jazz,b6dde96e-3748-4cbe-86d2-798d5dffb3c0,Donovan Mitchell,Donovan,Mitchell,G,SG,sr:player:1141362,53,53,33.4,9.02,20.58,0.43799999999999994,5.66,11.89,0.47600000000000003,3.36,8.7,0.386,0.89,5.04,5.96,0.845,50,185,4.43,5.2,2.77,1.88,0.98,0.28,2.21,5,26.4,0.0,0.0,0.0,23.21,0.569,22.09,2.85,8.45,4.23,8.6,0.491,0.52,2,0,4.7,0.13,2.23,1.72,0.81,0.473,0.0,0.47600000000000003,2.15,1.55,0.74,4033.0,4320.0,0.0,0.94,3.49,,Donovan Mitchell2020,88.0,"$5,195,501",73.0,215.0,3.0,1996-09-07,,"$109,140,000",,,0,24.0
2020,583ece50-fb46-11e1-82cb-f4ce4684ea4c,Utah,Jazz,d1490593-3d95-4ad6-9890-b6e8c97836e0,Trent Forrest,Trent,Forrest,G,PG,sr:player:1172228,30,0,10.1,1.07,2.37,0.451,0.9,1.5,0.6,0.17,0.87,0.192,0.1,0.63,0.63,1.0,11,33,1.47,1.5,0.7,2.14,0.3,0.13,0.73,0,2.9,0.0,0.0,0.0,2.65,0.5539999999999999,4.33,0.4,1.47,0.73,1.3,0.564,0.486,0,0,0.57,0.07,0.1,0.07,0.03,0.5,0.0,0.33299999999999996,0.2,0.3,0.1,721.0,672.0,0.0,0.37,1.1,,Trent Forrest2020,69.0,"$470,690",76.0,210.0,0.0,1998-06-12,,"$109,140,000",,,0,22.0
2020,583ece50-fb46-11e1-82cb-f4ce4684ea4c,Utah,Jazz,eec2714c-72a5-48c8-bc10-d628e2a583f7,Miye Oni,Miye,Oni,G-F,SG,sr:player:1178480,54,0,9.6,0.65,1.83,0.354,0.09,0.2,0.455,0.56,1.63,0.341,0.06,0.09,0.11,0.833,23,61,1.56,0.5,0.3,1.75,0.2,0.15,1.13,0,1.9,0.0,0.0,0.0,1.88,0.517,2.87,0.26,0.19,0.09,0.2,0.455,0.505,0,0,0.13,0.02,0.19,0.11,0.07,0.667,0.0,0.364,0.26,0.2,0.07,1097.0,1189.0,0.0,0.43,1.13,,Miye Oni2020,70.0,"$1,517,981",77.0,206.0,1.0,1997-08-04,,"$109,140,000",,,0,23.0
2020,583ece50-fb46-11e1-82cb-f4ce4684ea4c,Utah,Jazz,fae899bc-3fc7-43d9-b2c9-35721d11e438,Georges Niang,Georges,Niang,F,PF,sr:player:1070998,72,10,16.0,2.46,5.63,0.4370000000000001,0.74,1.57,0.469,1.72,4.06,0.425,0.14,0.31,0.32,0.9570000000000001,28,148,2.44,0.8,0.71,1.16,0.35,0.11,1.61,1,6.9,0.0,0.0,0.0,5.77,0.602,6.78,0.72,1.33,0.67,1.35,0.495,0.59,1,0,0.35,0.13,0.75,0.57,0.26,0.46299999999999997,0.0,0.385,0.76,0.72,0.28,2456.0,2809.0,0.0,0.39,2.06,,Georges Niang2020,73.0,"$1,783,557",79.0,230.0,4.0,1993-06-17,,"$109,140,000",,,1,27.0
2020,583ecdfb-fb46-11e1-82cb-f4ce4684ea4c,LA,Clippers,db09f372-9a17-4889-add7-bf8a75ab6da6,Paul George,Paul,George,F,SF,sr:player:608072,54,54,33.7,8.24,17.65,0.467,5.07,9.94,0.51,3.17,7.7,0.41100000000000003,0.81,3.67,4.22,0.868,45,314,6.65,5.2,3.31,1.56,1.15,0.44,2.44,2,23.3,0.02,0.0,1.0,19.51,0.598,23.46,4.06,6.89,3.44,6.57,0.524,0.557,9,0,4.19,0.37,2.07,1.33,0.72,0.542,0.0,0.494,2.09,1.61,0.8,3953.0,4385.0,0.0,0.83,5.81,,Paul George2020,88.0,"$35,450,412",80.0,220.0,10.0,1990-05-02,,"$109,140,000",True,3.0,2,30.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,254e42d7-df01-4c68-9264-bca06c83c2c1,Tyrese Haliburton,Tyrese,Haliburton,G,PG,sr:player:1493497,58,20,30.1,5.03,10.67,0.47200000000000003,2.95,5.57,0.529,2.09,5.1,0.409,0.34,0.83,0.97,0.857,39,134,2.98,5.3,1.59,3.36,1.33,0.48,1.43,0,13.0,0.0,0.0,1.0,11.1,0.585,15.74,2.1,4.45,2.22,3.98,0.5579999999999999,0.569,5,0,0.95,0.03,1.84,1.12,0.72,0.6459999999999999,0.0,0.40399999999999997,0.83,0.81,0.33,4318.0,4138.0,0.0,0.67,2.31,,Tyrese Haliburton2020,81.0,"$3,831,840",77.0,185.0,0.0,2000-02-29,,"$109,140,000",,,0,20.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,3946a42e-7989-4c32-835c-789b50a01152,Louis King,Louis,King,F,SF,sr:player:1930224,6,1,14.2,2.83,5.67,0.5,2.17,3.83,0.565,0.67,1.83,0.364,0.0,1.0,1.0,1.0,5,13,3.0,1.5,0.67,2.25,1.17,0.5,1.5,1,7.3,0.0,0.0,0.0,6.11,0.6,10.0,1.5,4.33,2.17,3.33,0.65,0.5589999999999999,0,0,0.83,0.0,1.0,0.5,0.5,1.0,0.0,0.5,1.17,0.67,0.33,183.0,180.0,0.0,0.83,2.17,,Louis King2020,68.0,"$49,222",79.0,205.0,1.0,1999-04-06,,"$109,140,000",,,1,21.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,3b8024e6-5872-4ceb-b675-415715527776,Hassan Whiteside,Hassan,Whiteside,C,C,sr:player:611002,36,4,15.2,3.5,6.22,0.563,3.5,6.19,0.565,0.0,0.03,0.0,0.47,1.14,2.19,0.519,61,154,5.97,0.6,1.11,0.5,0.25,1.28,2.03,2,8.1,0.0,0.0,0.0,7.19,0.5660000000000001,11.31,1.0,6.33,3.17,5.56,0.57,0.563,4,0,2.06,0.42,0.22,0.11,0.11,1.0,0.0,0.612,2.0,1.36,0.83,1345.0,1240.0,0.0,1.69,4.28,,Hassan Whiteside2020,78.0,"$2,320,044",84.0,265.0,8.0,1989-06-13,,"$109,140,000",,,3,31.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,72a69d30-cf07-4b5f-94ad-9c76832788bc,Chimezie Metu,Chimezie,Metu,F-C,C,sr:player:1161964,36,6,13.6,2.53,4.97,0.508,2.17,3.94,0.5489999999999999,0.36,1.03,0.35100000000000003,0.31,0.86,1.19,0.721,31,81,3.11,0.8,0.81,0.97,0.39,0.5,1.64,1,6.3,0.0,0.0,0.0,5.5,0.5710000000000001,7.47,0.67,3.56,1.78,3.08,0.5770000000000001,0.545,0,0,0.92,0.25,0.72,0.39,0.33,0.857,0.0,0.52,0.89,0.69,0.36,1213.0,1155.0,0.0,0.86,2.25,,Chimezie Metu2020,74.0,"$910,895",81.0,225.0,2.0,1997-03-22,,"$109,140,000",,,1,23.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,795f46f2-c78d-4f1d-9ee2-4331c1cc8184,Buddy Hield,Buddy,Hield,G,SG,sr:player:996305,71,71,34.3,5.68,13.97,0.406,1.7,3.82,0.446,3.97,10.15,0.391,0.46,1.24,1.46,0.846,29,305,4.7,3.6,1.83,1.98,0.89,0.42,2.46,0,16.6,0.0,0.0,0.0,14.62,0.5670000000000001,15.85,2.17,2.48,1.24,2.55,0.486,0.5479999999999999,2,0,1.01,0.07,3.13,2.01,1.15,0.573,0.0,0.51,1.97,1.35,0.69,5950.0,5894.0,0.0,0.41,4.3,,Buddy Hield2020,79.0,"$24,931,817",76.0,220.0,4.0,1992-12-17,,"$109,140,000",,,0,27.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,7f462af0-2ac8-4ca5-aa5a-17b37dc5001b,Glenn Robinson III,Glenn,Robinson,F,SF,sr:player:607890,23,2,16.0,1.83,4.3,0.424,1.13,2.39,0.473,0.7,1.91,0.364,0.35,0.91,1.0,0.9129999999999999,11,34,1.96,0.9,0.48,1.82,0.17,0.13,1.0,0,5.3,0.04,0.0,0.0,4.74,0.5539999999999999,5.35,0.3,2.17,1.09,2.13,0.51,0.505,0,0,0.87,0.0,0.26,0.57,0.09,0.154,0.0,0.375,0.39,0.35,0.13,965.0,834.0,0.0,0.48,1.48,III,Glenn Robinson III2020,,"$1,165,322",78.0,222.0,6.0,1994-01-08,,"$109,140,000",,,3,26.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,90f29118-aeb0-420b-9cd0-a6a94ad23abc,Justin James,Justin,James,G-F,SF,sr:player:1159912,36,0,8.6,1.44,3.08,0.46799999999999997,1.06,2.03,0.521,0.39,1.06,0.368,0.25,0.58,1.0,0.583,9,21,0.83,0.6,0.42,1.47,0.22,0.08,0.64,0,3.9,0.0,0.0,0.0,3.52,0.5479999999999999,3.14,0.72,1.83,0.92,1.64,0.5589999999999999,0.532,0,0,0.69,0.03,0.44,0.36,0.19,0.5379999999999999,0.0,0.41700000000000004,0.44,0.33,0.14,733.0,677.0,0.0,0.25,0.58,,Justin James2020,,"$1,517,981",79.0,190.0,1.0,1997-01-24,,"$109,140,000",,,0,23.0
2020,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento,Kings,2f1d1aa0-1a44-4f38-8b1a-3e05e4d39850,Robert Woodard II,Robert,Woodard,F,SF,sr:player:1592714,13,0,3.5,0.62,1.54,0.4,0.54,1.08,0.5,0.08,0.46,0.16699999999999998,0.0,0.23,0.62,0.375,4,12,1.23,0.2,0.08,2.0,0.0,0.23,0.31,0,1.5,0.0,0.0,0.0,1.81,0.425,1.77,0.0,0.77,0.38,0.77,0.5,0.425,0,0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.46,0.38,0.23,103.0,114.0,0.0,0.31,0.92,II,Robert Woodard II2020,,,78.0,235.0,0.0,1999-09-22,,"$109,140,000",,,0,21.0
2020,583ecb8f-fb46-11e1-82cb-f4ce4684ea4c,Atlanta,Hawks,cf418e0c-de9d-438f-a1ac-3be539a56c42,Trae Young,Trae,Young,G,PG,sr:player:1300846,63,63,33.7,7.73,17.65,0.43799999999999994,5.57,11.35,0.491,2.16,6.3,0.34299999999999997,1.05,7.68,8.67,0.8859999999999999,38,207,3.89,9.4,4.14,2.28,0.84,0.19,1.76,7,25.3,0.0,0.0,0.0,21.46,0.589,24.6,2.84,9.21,4.6,9.22,0.499,0.499,28,0,6.78,0.22,2.13,1.43,0.73,0.511,0.0,0.596,1.52,0.9,0.54,5009.0,5276.0,0.0,0.6,3.29,,Trae Young2020,89.0,"$6,571,800",73.0,180.0,2.0,1998-09-19,,"$109,140,000",,,0,22.0
